Institution,Fiscal Year,Study Level,Program Name,HEADCOUNT
Toronto,2012-2013,Undergraduate,ARTS,20074
Toronto,2012-2013,Undergraduate,Anglican Studies,*
Toronto,2012-2013,Undergraduate,Bachelor of Science Physician Assistant,28
Toronto,2012-2013,Undergraduate,COMMERCE,6317
Toronto,2012-2013,Undergraduate,Chemical Engineering,467
Toronto,2012-2013,Undergraduate,Christian Studies,*
Toronto,2012-2013,Undergraduate,Civil Engineering,489
Toronto,2012-2013,Undergraduate,Computer Engineering,365
Toronto,2012-2013,Undergraduate,Concurrent Teacher Education Program - Intermediate/Senior,0
Toronto,2012-2013,Undergraduate,Concurrent Teacher Education Program - Primary/Junior,0
Toronto,2012-2013,Undergraduate,Dentistry - DDS,315
Toronto,2012-2013,Undergraduate,Divinity,172
Toronto,2012-2013,Undergraduate,Doctor of Medicine (MD),989
Toronto,2012-2013,Undergraduate,Education,906
Toronto,2012-2013,Undergraduate,Education - Adult Education & Counselling Psychology,0
Toronto,2012-2013,Undergraduate,Education - Technological Studies,51
Toronto,2012-2013,Undergraduate,Education - Technological Studies Apprenticeship,*
Toronto,2012-2013,Undergraduate,Electrical Engineering,784
Toronto,2012-2013,Undergraduate,Engineering,175
Toronto,2012-2013,Undergraduate,Engineering Science,528
Toronto,2012-2013,Undergraduate,Engineering Science (Aerospace),58
Toronto,2012-2013,Undergraduate,Engineering Science (Bio Med Sys),30
Toronto,2012-2013,Undergraduate,Engineering Science (Biomedical),26
Toronto,2012-2013,Undergraduate,Engineering Science (Elec & Comp),116
Toronto,2012-2013,Undergraduate,Engineering Science (Energy Sys),29
Toronto,2012-2013,Undergraduate,Engineering Science (Infrastruct),39
Toronto,2012-2013,Undergraduate,Engineering Science (Manufact Sys),*
Toronto,2012-2013,Undergraduate,"Engineering Science (Math,Sta,Fin)",36
Toronto,2012-2013,Undergraduate,Engineering Science (Nano),12
Toronto,2012-2013,Undergraduate,Engineering Science (Physics),21
Toronto,2012-2013,Undergraduate,English - 2nd language teaching,37
Toronto,2012-2013,Undergraduate,Human Resource Management,*
Toronto,2012-2013,Undergraduate,Ignatian Spirituality,0
Toronto,2012-2013,Undergraduate,Industrial Engineering,346
Toronto,2012-2013,Undergraduate,Kinesiology,286
Toronto,2012-2013,Undergraduate,Law - JD,552
Toronto,2012-2013,Undergraduate,Law - joint JD & graduate degree,28
Toronto,2012-2013,Undergraduate,Materials Engineering,188
Toronto,2012-2013,Undergraduate,Mechanical Engineering,655
Toronto,2012-2013,Undergraduate,Medical Radiation Sciences,316
Toronto,2012-2013,Undergraduate,Mineral Engineering,124
Toronto,2012-2013,Undergraduate,Music,106
Toronto,2012-2013,Undergraduate,Music - Concurrent Teacher Education,99
Toronto,2012-2013,Undergraduate,Music Performance,279
Toronto,2012-2013,Undergraduate,Music Teacger Education,79
Toronto,2012-2013,Undergraduate,Non-Program,3162
Toronto,2012-2013,Undergraduate,Nursing,338
Toronto,2012-2013,Undergraduate,Operatic Performance,*
Toronto,2012-2013,Undergraduate,Pastoral Studies,*
Toronto,2012-2013,Undergraduate,Pharmacy,996
Toronto,2012-2013,Undergraduate,Physical & Health Education,535
Toronto,2012-2013,Undergraduate,Religious Education,*
Toronto,2012-2013,Undergraduate,SCIENCE,19008
Toronto,2012-2013,Undergraduate,Sacred Music,*
Toronto,2012-2013,Undergraduate,Theological Studies,33
Toronto,2012-2013,Undergraduate,Theology,10
Toronto,2012-2013,Undergraduate,Theology - Ministerial Studies,*
Toronto,2012-2013,Graduate,Aerospace Science & Engineering,144
Toronto,2012-2013,Graduate,Anthropology,166
Toronto,2012-2013,Graduate,Applied Computing,25
Toronto,2012-2013,Graduate,Architecture,267
Toronto,2012-2013,Graduate,Art History,55
Toronto,2012-2013,Graduate,Astronomy & Astrophysics,38
Toronto,2012-2013,Graduate,Biochemistry,127
Toronto,2012-2013,Graduate,Biomedical Communications,31
Toronto,2012-2013,Graduate,Biomedical Engineering,208
Toronto,2012-2013,Graduate,Biotechnology,71
Toronto,2012-2013,Graduate,Botany,*
Toronto,2012-2013,Graduate,Business Administration,885
Toronto,2012-2013,Graduate,Business Administration (Executive),196
Toronto,2012-2013,Graduate,Cell & Systems Biology,178
Toronto,2012-2013,Graduate,Chemical Engineering & Applied Chemistry,189
Toronto,2012-2013,Graduate,Chemistry,267
Toronto,2012-2013,Graduate,Cinema Studies,13
Toronto,2012-2013,Graduate,Civil Engineering,228
Toronto,2012-2013,Graduate,Classics,41
Toronto,2012-2013,Graduate,Comparative Literature,44
Toronto,2012-2013,Graduate,Computer Science,214
Toronto,2012-2013,Graduate,Criminology,38
Toronto,2012-2013,Graduate,Dentistry,42
Toronto,2012-2013,Graduate,Dentistry - Dental Anaesthesia,*
Toronto,2012-2013,Graduate,Dentistry - Dental Public Health,*
Toronto,2012-2013,Graduate,Dentistry - Endodontics,*
Toronto,2012-2013,Graduate,Dentistry - Oral Maxillofacial Surgery,11
Toronto,2012-2013,Graduate,Dentistry - Oral Medicine,*
Toronto,2012-2013,Graduate,Dentistry - Oral Pathology and Medicine,*
Toronto,2012-2013,Graduate,Dentistry - Oral Radiology,*
Toronto,2012-2013,Graduate,Dentistry - Orthodontics,13
Toronto,2012-2013,Graduate,Dentistry - Paediatric,12
Toronto,2012-2013,Graduate,Dentistry - Periodontology,11
Toronto,2012-2013,Graduate,Dentistry - Prosthodontics,*
Toronto,2012-2013,Graduate,Drama,55
Toronto,2012-2013,Graduate,East Asian Studies,41
Toronto,2012-2013,Graduate,Ecology & Evolutionary Biology,135
Toronto,2012-2013,Graduate,Economics,140
Toronto,2012-2013,Graduate,Economics - Financial Economics,49
Toronto,2012-2013,Graduate,Education - Adult Education & Community Development,36
Toronto,2012-2013,Graduate,Education - Adult Education & Counselling Psychology,115
Toronto,2012-2013,Graduate,"Education - Adult Education, Community Development & Counselling",0
Toronto,2012-2013,Graduate,Education - Child Study and Education,93
Toronto,2012-2013,Graduate,Education - Comparative International & Development      al Educatio,*
Toronto,2012-2013,Graduate,Education - Counselling Psychology,92
Toronto,2012-2013,Graduate,"Education - Curriculum, Teaching & Learning",496
Toronto,2012-2013,Graduate,Education - Developmental Psychology & Education,136
Toronto,2012-2013,Graduate,Education - Educational Administration,88
Toronto,2012-2013,Graduate,Education - Higher Education,100
Toronto,2012-2013,Graduate,Education - Higher Education - Health Prof?? Education,*
Toronto,2012-2013,Graduate,Education - History & Philosophy of Education,16
Toronto,2012-2013,Graduate,Education - History of Education,*
Toronto,2012-2013,Graduate,Education - Philosophy of Education,*
Toronto,2012-2013,Graduate,Education - Sociology in Education,171
Toronto,2012-2013,Graduate,Electrical & Computer Engineering,479
Toronto,2012-2013,Graduate,English,198
Toronto,2012-2013,Graduate,Environmental Science,77
Toronto,2012-2013,Graduate,"European, Russian & Eurasian Studies",42
Toronto,2012-2013,Graduate,Exercise Science,64
Toronto,2012-2013,Graduate,Forest Conservation,42
Toronto,2012-2013,Graduate,Forestry,54
Toronto,2012-2013,Graduate,French,33
Toronto,2012-2013,Graduate,French  Linguistics,*
Toronto,2012-2013,Graduate,French Literature,19
Toronto,2012-2013,Graduate,Genetic Counselling,*
Toronto,2012-2013,Graduate,Geography,117
Toronto,2012-2013,Graduate,Geology,47
Toronto,2012-2013,Graduate,Germanic Language & Literature,17
Toronto,2012-2013,Graduate,Global Professional Master of Laws,30
Toronto,2012-2013,Graduate,Health Administration,274
Toronto,2012-2013,Graduate,Health informatics,43
Toronto,2012-2013,Graduate,History,153
Toronto,2012-2013,Graduate,History & Philosophy of Science & Technology,46
Toronto,2012-2013,Graduate,Immunology,101
Toronto,2012-2013,Graduate,Industrial Relations,12
Toronto,2012-2013,Graduate,Industrial Relations & Human Resources,54
Toronto,2012-2013,Graduate,Information Studies,362
Toronto,2012-2013,Graduate,Italian Studies,26
Toronto,2012-2013,Graduate,Laboratory Medicine & Pathobiology,155
Toronto,2012-2013,Graduate,Landscape Architecture,79
Toronto,2012-2013,Graduate,Law - LLM,52
Toronto,2012-2013,Graduate,Law - MSL,*
Toronto,2012-2013,Graduate,Law - SJD,41
Toronto,2012-2013,Graduate,Library & Information Studies,0
Toronto,2012-2013,Graduate,Linguistics,45
Toronto,2012-2013,Graduate,Management,52
Toronto,2012-2013,Graduate,Management & Finance,56
Toronto,2012-2013,Graduate,Management & Professional Accounting,161
Toronto,2012-2013,Graduate,Management - Accounting,*
Toronto,2012-2013,Graduate,Management - Finance,*
Toronto,2012-2013,Graduate,Management - Marketing,*
Toronto,2012-2013,Graduate,Management - Operations Management,*
Toronto,2012-2013,Graduate,Management - Organizational Behaviour & Human Resources,*
Toronto,2012-2013,Graduate,Management - Strategic Management,*
Toronto,2012-2013,Graduate,Management of Innovation,23
Toronto,2012-2013,Graduate,Master of Global Affairs,82
Toronto,2012-2013,Graduate,Master of Public Health,173
Toronto,2012-2013,Graduate,Materials Science & Engineering,67
Toronto,2012-2013,Graduate,Mathematical Finance,32
Toronto,2012-2013,Graduate,Mathematics,115
Toronto,2012-2013,Graduate,Mechanical & Industrial Engineering,358
Toronto,2012-2013,Graduate,Mechanical & Industrial Engineering - Advanced Design & Manufacturin,*
Toronto,2012-2013,Graduate,Medical Biophysics,252
Toronto,2012-2013,Graduate,Medical Radiation,*
Toronto,2012-2013,Graduate,Medical Science,462
Toronto,2012-2013,Graduate,Medieval Studies,81
Toronto,2012-2013,Graduate,Ministry,44
Toronto,2012-2013,Graduate,Molecular Genetics,237
Toronto,2012-2013,Graduate,Museum Studies,79
Toronto,2012-2013,Graduate,Music,59
Toronto,2012-2013,Graduate,Music Composition,*
Toronto,2012-2013,Graduate,Music Education,*
Toronto,2012-2013,Graduate,Music Performance,192
Toronto,2012-2013,Graduate,Musicology,*
Toronto,2012-2013,Graduate,Near & Middle Eastern Civilizations,78
Toronto,2012-2013,Graduate,Non-Program,70
Toronto,2012-2013,Graduate,Nurse Practitioner,119
Toronto,2012-2013,Graduate,Nursing,108
Toronto,2012-2013,Graduate,Nursing Science,57
Toronto,2012-2013,Graduate,Nutritional Studies,64
Toronto,2012-2013,Graduate,Occupational Therapy,167
Toronto,2012-2013,Graduate,Pharmaceutical Sciences,115
Toronto,2012-2013,Graduate,Pharmacology,88
Toronto,2012-2013,Graduate,Philosophy,83
Toronto,2012-2013,Graduate,Physical Therapy,190
Toronto,2012-2013,Graduate,Physics,168
Toronto,2012-2013,Graduate,Physiology,150
Toronto,2012-2013,Graduate,Planning,84
Toronto,2012-2013,Graduate,Political Science,208
Toronto,2012-2013,Graduate,Postdoctoral Training Program in Clinical Chemistry,*
Toronto,2012-2013,Graduate,Psychology,150
Toronto,2012-2013,Graduate,Public Health Sciences,93
Toronto,2012-2013,Graduate,Public Health Sciences - Biostatistics,*
Toronto,2012-2013,Graduate,Public Health Sciences - Epidemiology,11
Toronto,2012-2013,Graduate,Public Health Sciences - Sociology & Behaviour,25
Toronto,2012-2013,Graduate,Public Policy,98
Toronto,2012-2013,Graduate,Rehabilitation Science,69
Toronto,2012-2013,Graduate,Religion,81
Toronto,2012-2013,Graduate,School and Clinical Child Psychology,68
Toronto,2012-2013,Graduate,Slavic Languages & Literature,18
Toronto,2012-2013,Graduate,Social Work,425
Toronto,2012-2013,Graduate,Social Work - Social Service Administration,*
Toronto,2012-2013,Graduate,Sociology,90
Toronto,2012-2013,Graduate,Spanish Language,30
Toronto,2012-2013,Graduate,Speech & Language Pathology,111
Toronto,2012-2013,Graduate,Statistics,46
Toronto,2012-2013,Graduate,Theology,288
Toronto,2012-2013,Graduate,Urban Design (Architecture),14
Toronto,2012-2013,Graduate,Urban Design Studies,*
Toronto,2012-2013,Graduate,Visual Studies,16
Toronto,2012-2013,Graduate,Women & Gender Studies,12
Toronto,2012-2013,Graduate,Zoology,*
Toronto,2013-2014,Undergraduate,ARTS,19784
Toronto,2013-2014,Undergraduate,Bachelor of Science Physician Assistant,44
Toronto,2013-2014,Undergraduate,COMMERCE,6503
Toronto,2013-2014,Undergraduate,Chemical Engineering,458
Toronto,2013-2014,Undergraduate,Civil Engineering,483
Toronto,2013-2014,Undergraduate,Computer Engineering,404
Toronto,2013-2014,Undergraduate,Concurrent Teacher Education Program - Intermediate/Senior,0
Toronto,2013-2014,Undergraduate,Concurrent Teacher Education Program - Primary/Junior,0
Toronto,2013-2014,Undergraduate,Dentistry - DDS,344
Toronto,2013-2014,Undergraduate,Divinity,184
Toronto,2013-2014,Undergraduate,Doctor of Medicine (MD),1017
Toronto,2013-2014,Undergraduate,Education,839
Toronto,2013-2014,Undergraduate,Education - Adult Education & Counselling Psychology,0
Toronto,2013-2014,Undergraduate,Education - Leadership in Higher Education,0
Toronto,2013-2014,Undergraduate,Education - Technological Studies,34
Toronto,2013-2014,Undergraduate,Education - Technological Studies Apprenticeship,*
Toronto,2013-2014,Undergraduate,Electrical Engineering,741
Toronto,2013-2014,Undergraduate,Engineering,194
Toronto,2013-2014,Undergraduate,Engineering Science,470
Toronto,2013-2014,Undergraduate,Engineering Science (Aerospace),43
Toronto,2013-2014,Undergraduate,Engineering Science (Bio Med Sys),40
Toronto,2013-2014,Undergraduate,Engineering Science (Biomedical),16
Toronto,2013-2014,Undergraduate,Engineering Science (Elec & Comp),102
Toronto,2013-2014,Undergraduate,Engineering Science (Energy Sys),54
Toronto,2013-2014,Undergraduate,Engineering Science (Infrastruct),31
Toronto,2013-2014,Undergraduate,"Engineering Science (Math,Sta,Fin)",58
Toronto,2013-2014,Undergraduate,Engineering Science (Nano),10
Toronto,2013-2014,Undergraduate,Engineering Science (Physics),18
Toronto,2013-2014,Undergraduate,English - 2nd language teaching,30
Toronto,2013-2014,Undergraduate,Human Resource Management,*
Toronto,2013-2014,Undergraduate,Industrial Engineering,332
Toronto,2013-2014,Undergraduate,Kinesiology,319
Toronto,2013-2014,Undergraduate,Law - JD,552
Toronto,2013-2014,Undergraduate,Law - joint JD & graduate degree,32
Toronto,2013-2014,Undergraduate,Materials Engineering,203
Toronto,2013-2014,Undergraduate,Mechanical Engineering,692
Toronto,2013-2014,Undergraduate,Medical Radiation Sciences,276
Toronto,2013-2014,Undergraduate,Mineral Engineering,126
Toronto,2013-2014,Undergraduate,Music,90
Toronto,2013-2014,Undergraduate,Music - Concurrent Teacher Education,107
Toronto,2013-2014,Undergraduate,Music Performance,278
Toronto,2013-2014,Undergraduate,Music Teacger Education,91
Toronto,2013-2014,Undergraduate,Non-Program,3327
Toronto,2013-2014,Undergraduate,Nursing,348
Toronto,2013-2014,Undergraduate,Operatic Performance,*
Toronto,2013-2014,Undergraduate,Pastoral Studies,*
Toronto,2013-2014,Undergraduate,Pharmacy,975
Toronto,2013-2014,Undergraduate,Physical & Health Education,586
Toronto,2013-2014,Undergraduate,Religious Education,*
Toronto,2013-2014,Undergraduate,SCIENCE,20404
Toronto,2013-2014,Undergraduate,Sacred Music,*
Toronto,2013-2014,Undergraduate,Theological Studies,36
Toronto,2013-2014,Undergraduate,Theology,*
Toronto,2013-2014,Undergraduate,Theology - Ministerial Studies,0
Toronto,2013-2014,Graduate,Aerospace Science & Engineering,160
Toronto,2013-2014,Graduate,Anthropology,160
Toronto,2013-2014,Graduate,Applied Computing,34
Toronto,2013-2014,Graduate,Architecture,280
Toronto,2013-2014,Graduate,Art History,54
Toronto,2013-2014,Graduate,Astronomy & Astrophysics,35
Toronto,2013-2014,Graduate,Biochemistry,132
Toronto,2013-2014,Graduate,Biomedical Communications,32
Toronto,2013-2014,Graduate,Biomedical Engineering,219
Toronto,2013-2014,Graduate,Biotechnology,76
Toronto,2013-2014,Graduate,Botany,*
Toronto,2013-2014,Graduate,Business Administration,974
Toronto,2013-2014,Graduate,Business Administration (Executive),195
Toronto,2013-2014,Graduate,Cell & Systems Biology,179
Toronto,2013-2014,Graduate,Chemical Engineering & Applied Chemistry,206
Toronto,2013-2014,Graduate,Chemistry,277
Toronto,2013-2014,Graduate,Cinema Studies,19
Toronto,2013-2014,Graduate,Civil Engineering,277
Toronto,2013-2014,Graduate,Classics,35
Toronto,2013-2014,Graduate,Comparative Literature,44
Toronto,2013-2014,Graduate,Computer Science,199
Toronto,2013-2014,Graduate,Counselling and Clinical Psychology,*
Toronto,2013-2014,Graduate,Criminology,39
Toronto,2013-2014,Graduate,Dentistry,43
Toronto,2013-2014,Graduate,Dentistry - Dental Anaesthesia,*
Toronto,2013-2014,Graduate,Dentistry - Dental Public Health,*
Toronto,2013-2014,Graduate,Dentistry - Endodontics,*
Toronto,2013-2014,Graduate,Dentistry - Oral Maxillofacial Surgery,*
Toronto,2013-2014,Graduate,Dentistry - Oral Medicine,0
Toronto,2013-2014,Graduate,Dentistry - Oral Pathology and Medicine,*
Toronto,2013-2014,Graduate,Dentistry - Oral Radiology,*
Toronto,2013-2014,Graduate,Dentistry - Orthodontics,15
Toronto,2013-2014,Graduate,Dentistry - Paediatric,13
Toronto,2013-2014,Graduate,Dentistry - Periodontology,12
Toronto,2013-2014,Graduate,Dentistry - Prosthodontics,*
Toronto,2013-2014,Graduate,Drama,58
Toronto,2013-2014,Graduate,East Asian Studies,50
Toronto,2013-2014,Graduate,Ecology & Evolutionary Biology,132
Toronto,2013-2014,Graduate,Economics,145
Toronto,2013-2014,Graduate,Economics - Financial Economics,48
Toronto,2013-2014,Graduate,Education - Adult Education & Community Development,37
Toronto,2013-2014,Graduate,Education - Adult Education & Counselling Psychology,121
Toronto,2013-2014,Graduate,Education - Child Study and Education,107
Toronto,2013-2014,Graduate,Education - Comparative International & Development      al Educatio,*
Toronto,2013-2014,Graduate,Education - Counselling Psychology,51
Toronto,2013-2014,Graduate,Education - Counselling and Clinical Psychology,46
Toronto,2013-2014,Graduate,"Education - Curriculum, Teaching & Learning",599
Toronto,2013-2014,Graduate,Education - Developmental Psychology & Education,148
Toronto,2013-2014,Graduate,Education - Educational Administration,95
Toronto,2013-2014,Graduate,Education - Higher Education,91
Toronto,2013-2014,Graduate,Education - History & Philosophy of Education,11
Toronto,2013-2014,Graduate,Education - History of Education,*
Toronto,2013-2014,Graduate,"Education - Humanities, Social Sciences and Social Justice Education",180
Toronto,2013-2014,Graduate,Education - Philosophy of Education,*
Toronto,2013-2014,Graduate,Electrical & Computer Engineering,490
Toronto,2013-2014,Graduate,English,184
Toronto,2013-2014,Graduate,Environmental Science,104
Toronto,2013-2014,Graduate,"European, Russian & Eurasian Studies",52
Toronto,2013-2014,Graduate,Exercise Science,75
Toronto,2013-2014,Graduate,Forest Conservation,39
Toronto,2013-2014,Graduate,Forestry,50
Toronto,2013-2014,Graduate,French,35
Toronto,2013-2014,Graduate,French  Linguistics,*
Toronto,2013-2014,Graduate,French Literature,13
Toronto,2013-2014,Graduate,Genetic Counselling,*
Toronto,2013-2014,Graduate,Geography,128
Toronto,2013-2014,Graduate,Geology,55
Toronto,2013-2014,Graduate,"German Literature, Culture and Theory",10
Toronto,2013-2014,Graduate,"German Literature, Culture, and Theory",*
Toronto,2013-2014,Graduate,Germanic Language & Literature,0
Toronto,2013-2014,Graduate,Germanic Languages and Literatures,*
Toronto,2013-2014,Graduate,Global Professional Master of Laws,29
Toronto,2013-2014,Graduate,Health Administration,291
Toronto,2013-2014,Graduate,Health informatics,52
Toronto,2013-2014,Graduate,History,154
Toronto,2013-2014,Graduate,History & Philosophy of Science & Technology,40
Toronto,2013-2014,Graduate,Immunology,93
Toronto,2013-2014,Graduate,Industrial Relations,11
Toronto,2013-2014,Graduate,Industrial Relations & Human Resources,64
Toronto,2013-2014,Graduate,Information Studies,348
Toronto,2013-2014,Graduate,Italian Studies,29
Toronto,2013-2014,Graduate,Laboratory Medicine & Pathobiology,169
Toronto,2013-2014,Graduate,Landscape Architecture,77
Toronto,2013-2014,Graduate,Law - LLM,58
Toronto,2013-2014,Graduate,Law - MSL,*
Toronto,2013-2014,Graduate,Law - SJD,40
Toronto,2013-2014,Graduate,Linguistics,52
Toronto,2013-2014,Graduate,Management,59
Toronto,2013-2014,Graduate,Management & Finance,67
Toronto,2013-2014,Graduate,Management & Professional Accounting,171
Toronto,2013-2014,Graduate,Management - Accounting,0
Toronto,2013-2014,Graduate,Management - Finance,*
Toronto,2013-2014,Graduate,Management - Marketing,*
Toronto,2013-2014,Graduate,Management - Operations Management,*
Toronto,2013-2014,Graduate,Management - Organizational Behaviour & Human Resources,0
Toronto,2013-2014,Graduate,Management - Strategic Management,*
Toronto,2013-2014,Graduate,Management of Innovation,23
Toronto,2013-2014,Graduate,Master of Global Affairs,130
Toronto,2013-2014,Graduate,Master of Public Health,172
Toronto,2013-2014,Graduate,Materials Science & Engineering,90
Toronto,2013-2014,Graduate,Mathematical Finance,31
Toronto,2013-2014,Graduate,Mathematics,124
Toronto,2013-2014,Graduate,Mechanical & Industrial Engineering,414
Toronto,2013-2014,Graduate,Medical Biophysics,232
Toronto,2013-2014,Graduate,Medical Radiation,*
Toronto,2013-2014,Graduate,Medical Science,468
Toronto,2013-2014,Graduate,Medieval Studies,102
Toronto,2013-2014,Graduate,Ministry,45
Toronto,2013-2014,Graduate,Molecular Genetics,226
Toronto,2013-2014,Graduate,Museum Studies,73
Toronto,2013-2014,Graduate,Music,62
Toronto,2013-2014,Graduate,Music Composition,*
Toronto,2013-2014,Graduate,Music Education,*
Toronto,2013-2014,Graduate,Music Performance,196
Toronto,2013-2014,Graduate,Musicology,*
Toronto,2013-2014,Graduate,Near & Middle Eastern Civilizations,86
Toronto,2013-2014,Graduate,Non-Program,75
Toronto,2013-2014,Graduate,Nurse Practitioner,147
Toronto,2013-2014,Graduate,Nursing,102
Toronto,2013-2014,Graduate,Nursing Science,51
Toronto,2013-2014,Graduate,Nutritional Studies,67
Toronto,2013-2014,Graduate,Occupational Therapy,172
Toronto,2013-2014,Graduate,Pharmaceutical Sciences,127
Toronto,2013-2014,Graduate,Pharmacology,88
Toronto,2013-2014,Graduate,Philosophy,85
Toronto,2013-2014,Graduate,Physical Therapy,174
Toronto,2013-2014,Graduate,Physics,176
Toronto,2013-2014,Graduate,Physiology,154
Toronto,2013-2014,Graduate,Planning,91
Toronto,2013-2014,Graduate,Political Science,215
Toronto,2013-2014,Graduate,Psychology,149
Toronto,2013-2014,Graduate,Public Health Sciences,109
Toronto,2013-2014,Graduate,Public Health Sciences - Biostatistics,*
Toronto,2013-2014,Graduate,Public Health Sciences - Epidemiology,*
Toronto,2013-2014,Graduate,Public Health Sciences - Sociology & Behaviour,13
Toronto,2013-2014,Graduate,Public Policy,137
Toronto,2013-2014,Graduate,Rehabilitation Science,82
Toronto,2013-2014,Graduate,Religion,85
Toronto,2013-2014,Graduate,School and Clinical Child Psychology,65
Toronto,2013-2014,Graduate,Slavic Languages & Literature,13
Toronto,2013-2014,Graduate,Social Work,440
Toronto,2013-2014,Graduate,Social Work - Social Service Administration,*
Toronto,2013-2014,Graduate,Sociology,97
Toronto,2013-2014,Graduate,Spanish Language,28
Toronto,2013-2014,Graduate,Speech & Language Pathology,114
Toronto,2013-2014,Graduate,Statistics,59
Toronto,2013-2014,Graduate,Theology,265
Toronto,2013-2014,Graduate,Urban Design (Architecture),17
Toronto,2013-2014,Graduate,Urban Design Studies,*
Toronto,2013-2014,Graduate,Visual Studies,14
Toronto,2013-2014,Graduate,Women & Gender Studies,13
Toronto,2013-2014,Graduate,Zoology,*
Toronto,2014-2015,Undergraduate,ARTS,19479
Toronto,2014-2015,Undergraduate,Bachelor of Science Physician Assistant,88
Toronto,2014-2015,Undergraduate,COMMERCE,6461
Toronto,2014-2015,Undergraduate,Chemical Engineering,524
Toronto,2014-2015,Undergraduate,Christian Studies,*
Toronto,2014-2015,Undergraduate,Civil Engineering,475
Toronto,2014-2015,Undergraduate,Computer Engineering,434
Toronto,2014-2015,Undergraduate,Concurrent Teacher Education Program - Intermediate/Senior,84
Toronto,2014-2015,Undergraduate,Concurrent Teacher Education Program - Primary/Junior,61
Toronto,2014-2015,Undergraduate,Dentistry - DDS,386
Toronto,2014-2015,Undergraduate,Divinity,165
Toronto,2014-2015,Undergraduate,Doctor of Medicine (MD),1028
Toronto,2014-2015,Undergraduate,Education,633
Toronto,2014-2015,Undergraduate,Education - Technological Studies,33
Toronto,2014-2015,Undergraduate,Education - Technological Studies Apprenticeship,*
Toronto,2014-2015,Undergraduate,Electrical Engineering,760
Toronto,2014-2015,Undergraduate,Engineering,204
Toronto,2014-2015,Undergraduate,Engineering Science,452
Toronto,2014-2015,Undergraduate,Engineering Science (Aerospace),52
Toronto,2014-2015,Undergraduate,Engineering Science (Bio Med Sys),62
Toronto,2014-2015,Undergraduate,Engineering Science (Elec & Comp),120
Toronto,2014-2015,Undergraduate,Engineering Science (Energy Sys),45
Toronto,2014-2015,Undergraduate,Engineering Science (Infrastruct),31
Toronto,2014-2015,Undergraduate,"Engineering Science (Math,Sta,Fin)",35
Toronto,2014-2015,Undergraduate,Engineering Science (Nano),10
Toronto,2014-2015,Undergraduate,Engineering Science (Physics),24
Toronto,2014-2015,Undergraduate,English - 2nd language teaching,37
Toronto,2014-2015,Undergraduate,Human Resource Management,*
Toronto,2014-2015,Undergraduate,Industrial Engineering,350
Toronto,2014-2015,Undergraduate,Kinesiology,361
Toronto,2014-2015,Undergraduate,Law - JD,538
Toronto,2014-2015,Undergraduate,Law - joint JD & graduate degree,27
Toronto,2014-2015,Undergraduate,Materials Engineering,202
Toronto,2014-2015,Undergraduate,Mechanical Engineering,726
Toronto,2014-2015,Undergraduate,Medical Radiation Sciences,257
Toronto,2014-2015,Undergraduate,Mineral Engineering,118
Toronto,2014-2015,Undergraduate,Ministry,*
Toronto,2014-2015,Undergraduate,Music,108
Toronto,2014-2015,Undergraduate,Music - Concurrent Teacher Education,86
Toronto,2014-2015,Undergraduate,Music Performance,291
Toronto,2014-2015,Undergraduate,Music Teacger Education,95
Toronto,2014-2015,Undergraduate,Non-Program,3557
Toronto,2014-2015,Undergraduate,Nursing,354
Toronto,2014-2015,Undergraduate,Operatic Performance,*
Toronto,2014-2015,Undergraduate,Pastoral Studies,*
Toronto,2014-2015,Undergraduate,Pharmacy,967
Toronto,2014-2015,Undergraduate,Physical & Health Education,566
Toronto,2014-2015,Undergraduate,Religious Education,*
Toronto,2014-2015,Undergraduate,SCIENCE,21576
Toronto,2014-2015,Undergraduate,Sacred Music,*
Toronto,2014-2015,Undergraduate,Sacred Theology,0
Toronto,2014-2015,Undergraduate,Theological Studies,28
Toronto,2014-2015,Undergraduate,Theology,*
Toronto,2014-2015,Undergraduate,Theology - Ministerial Studies,*
Toronto,2014-2015,Graduate,Aerospace Science & Engineering,180
Toronto,2014-2015,Graduate,Anthropology,185
Toronto,2014-2015,Graduate,Applied Computing,44
Toronto,2014-2015,Graduate,Architecture,275
Toronto,2014-2015,Graduate,Art History,52
Toronto,2014-2015,Graduate,Astronomy & Astrophysics,41
Toronto,2014-2015,Graduate,Biochemistry,128
Toronto,2014-2015,Graduate,Biomedical Communications,34
Toronto,2014-2015,Graduate,Biomedical Engineering,227
Toronto,2014-2015,Graduate,Biotechnology,80
Toronto,2014-2015,Graduate,Business Administration,1015
Toronto,2014-2015,Graduate,Business Administration (Executive),174
Toronto,2014-2015,Graduate,Cell & Systems Biology,197
Toronto,2014-2015,Graduate,Chemical Engineering & Applied Chemistry,235
Toronto,2014-2015,Graduate,Chemistry,270
Toronto,2014-2015,Graduate,Cinema Studies,28
Toronto,2014-2015,Graduate,Civil Engineering,285
Toronto,2014-2015,Graduate,Classics,29
Toronto,2014-2015,Graduate,Comparative Literature,51
Toronto,2014-2015,Graduate,Computer Science,192
Toronto,2014-2015,Graduate,Counselling and Clinical Psychology,10
Toronto,2014-2015,Graduate,Criminology,41
Toronto,2014-2015,Graduate,Dentistry,42
Toronto,2014-2015,Graduate,Dentistry - Dental Anaesthesia,*
